house_title,location,emi,price,bathroom,parking,localityTruncated,propertyType,state,typeDesc,propertySize
"2 BHK Flat  In Ganga Aashiyana, Thergaon For Sale  In Chinchwad Gaon, Chinchwad","Chinchwad Gaon, Chinchwad","42,412/Month",7400000,2,FOUR_WHEELER,"Chinchwad Gaon, Chinchwad",BUY,READY,2 BHK,870
2 BHK Flat  In Sujit Heights For Sale  In Chinchwad,Chinchwad,"26,937/Month",4700000,2,FOUR_WHEELER,Chinchwad,BUY,READY,2 BHK,860
4+ BHK Flat  For Sale  In Nigdi,Nigdi,"65,911/Month",11500000,7,BOTH,Nigdi,BUY,READY,4+ BHK,3000
2 BHK Flat  In Empire Estate For Sale  In Chinchwad,Chinchwad,"55,021/Month",9600000,2,FOUR_WHEELER,Chinchwad,BUY,READY,2 BHK,905
2 BHK Flat  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"80,240/Month",14000000,3,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,1200
2 BHK Flat  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"80,240/Month",14000000,3,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,1200
3 BHK Flat  In Sai Grace Pc Link Road Near Eagle Hotel Chinchwad For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"48,717/Month",8500000,2,BOTH,Pimpri-Chinchwad,BUY,READY,3 BHK,1069
2 BHK Flat  In Imperial Heights For Sale  In Nigdi,Nigdi,"41,266/Month",7200000,2,BOTH,Nigdi,BUY,READY,2 BHK,850
2 BHK Flat  For Sale  In Chinchwad,Chinchwad,"25,791/Month",4500000,2,TWO_WHEELER,Chinchwad,BUY,READY,2 BHK,600
1 BHK Flat  In Cherry Hills For Sale  In Chinchwad,Chinchwad,"24,072/Month",4200000,1,FOUR_WHEELER,Chinchwad,BUY,READY,1 BHK,640
2 BHK Flat  In Runal Florance For Sale  In Nigdi,Nigdi,"40,120/Month",7000000,2,BOTH,Nigdi,BUY,READY,2 BHK,865
1 BHK Flat  In Gururachana Society  For Sale  In Chinchwad,Chinchwad,"20,060/Month",3500000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,500
1 BHK Flat  In Laxmi-niwas Apartment  For Sale  In Chinchwad,Chinchwad,"18,340/Month",3200000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,535
4 BHK House  For Sale  In  Walhekarwadi, Walhekarwadi,1.43 Lacs/Month,25000000,4,BOTH, Walhekarwadi,BUY,READY,4 BHK,2200
1 BHK Flat  In Shivhari Apartment For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"18,913/Month",3300000,1,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,1 BHK,650
4 BHK Flat  In Empire Square For Sale  In Pimpri Chinchwad,Pimpri Chinchwad,3.16 Lacs/Month,55100000,5,BOTH,Pimpri Chinchwad,BUY,READY,4 BHK,4043
1 BHK Flat  In Rajnigandha Society For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"22,925/Month",4000000,1,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,1 BHK,450
1 BHK Flat  In Maheshwari Kk Ankur For Sale  In Akurdi,Akurdi,"19,916/Month",3475000,1,BOTH,Akurdi,BUY,SUSPENDED,1 BHK,525
2 BHK House  For Sale  In Shahunagar,Shahunagar,"48,717/Month",8500000,2,FOUR_WHEELER,Shahunagar,BUY,READY,2 BHK,800
1 BHK Flat  In Vista Co Operative Housing Society  For Sale  In Kudalwadi,Kudalwadi,"17,767/Month",3100000,1,BOTH,Kudalwadi,BUY,READY,1 BHK,550
1 BHK Flat  In Mahadev  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"24,645/Month",4300000,1,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,1 BHK,550
1 BHK Flat  In Neeraj Residency For Sale  In Akurdi,Akurdi,"24,072/Month",4200000,1,FOUR_WHEELER,Akurdi,BUY,READY,1 BHK,610
2 BHK Flat  In Manisha Apartment For Sale  In Chinchwad,Chinchwad,"34,388/Month",6000000,1,NONE,Chinchwad,BUY,READY,2 BHK,906
1 BHK Flat  In Rutejnest For Sale  In Rutej Nest,Rutej Nest,"31,522/Month",5500000,1,NONE,Rutej Nest,BUY,READY,1 BHK,600
1 BHK Flat  In Prestige Complex For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"20,060/Month",3500000,2,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,1 BHK,580
2 BHK Flat  In Bhakti Shakti Golande Estate For Sale  In Gawade Petrol Pump,Gawade Petrol Pump,"48,717/Month",8500000,2,BOTH,Gawade Petrol Pump,BUY,READY,2 BHK,1115
"2 BHK Flat  In Anshul Ballina Apartment, Ravet Pradhikaran For Sale  In Ravet",Ravet,"44,705/Month",7800000,2,BOTH,Ravet,BUY,READY,2 BHK,977
1 RK Flat  In Hari Om Apartment For Sale  In Chinchwad,Chinchwad,"25,791/Month",4500000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 RK,545
2 BHK Flat  In S M Aishwaryam Venture For Sale  In Akurdi,Akurdi,"37,827/Month",6600000,2,FOUR_WHEELER,Akurdi,BUY,READY,2 BHK,920
2 BHK Flat  For Sale  In Nigdi,Nigdi,"17,194/Month",3000000,1,TWO_WHEELER,Nigdi,BUY,READY,2 BHK,800
2 BHK Flat  In Neeraj Residency For Sale  In Akurdi,Akurdi,"34,388/Month",6000000,2,FOUR_WHEELER,Akurdi,BUY,READY,2 BHK,843
2 BHK Flat  In Neeraj Residency For Sale  In Akurdi,Akurdi,"34,388/Month",6000000,2,FOUR_WHEELER,Akurdi,BUY,READY,2 BHK,843
"1 BHK Flat  For Sale  In Pcmc School, Mohan Nagar","PCMC School, Mohan Nagar","22,925/Month",4000000,1,BOTH,"PCMC School, Mohan Nagar",BUY,READY,1 BHK,601
3 BHK House  For Sale  In Purna Nagar,Purna nagar,1 Lacs/Month,17500000,3,FOUR_WHEELER,Purna nagar,BUY,READY,3 BHK,2450
2 BHK Flat  In Rutuja Complex For Sale  In Nigdi,Nigdi,"32,096/Month",5600000,1,BOTH,Nigdi,BUY,READY,2 BHK,800
2 BHK Flat  In Gmc Empire For Sale  In Chinchwad,Chinchwad,"31,522/Month",5500000,1,BOTH,Chinchwad,BUY,READY,2 BHK,651
3 BHK Flat  In Sunrise Tower For Sale  In Nigadi Bus Stop,Nigadi Bus Stop,"60,180/Month",10500000,3,FOUR_WHEELER,Nigadi Bus Stop,BUY,READY,3 BHK,1450
3 BHK House  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"22,925/Month",4000000,1,NONE,Pimpri-Chinchwad,BUY,READY,3 BHK,800
2 BHK Flat  In Empire Estate For Sale  In Chinchwad,Chinchwad,"51,583/Month",9000000,2,FOUR_WHEELER,Chinchwad,BUY,READY,2 BHK,1100
2 BHK Flat  In Pooja Chs For Sale  In Chinchwad,Chinchwad,"34,388/Month",6000000,1,BOTH,Chinchwad,BUY,READY,2 BHK,1000
1 BHK Flat  In Shivhari Apartment  Chinchwad  For Sale  In  Pimpri-chinchwad, Pimpri-Chinchwad,"17,194/Month",3000000,1,TWO_WHEELER, Pimpri-Chinchwad,BUY,READY,1 BHK,650
"1 BHK Flat  In Sejal Park, Chinchwad For Sale  In Chinchwad Gaon, Chinchwad","Chinchwad Gaon, Chinchwad","21,206/Month",3700000,1,FOUR_WHEELER,"Chinchwad Gaon, Chinchwad",BUY,READY,1 BHK,530
1 BHK Flat  In Saraswati Corner For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"22,925/Month",4000000,1,BOTH,Pimpri-Chinchwad,BUY,READY,1 BHK,625
1 BHK Flat  In Prestige Complex For Sale  In Chinchwad,Chinchwad,"17,194/Month",3000000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,490
2 BHK Flat  In Druva Residency For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"34,388/Month",6000000,2,FOUR_WHEELER,Pimpri-Chinchwad,BUY,READY,2 BHK,857
"1 BHK Flat  In Sai Shiv Vaishnavi Park, C Wing For Sale  In Chinchwad",Chinchwad,"25,791/Month",4500000,1,BOTH,Chinchwad,BUY,READY,1 BHK,650
4+ BHK House  For Sale  In Chinchwad,Chinchwad,2.58 Lacs/Month,45000000,4,BOTH,Chinchwad,BUY,READY,4+ BHK,3000
"2 BHK Flat  In Sukhwani Udyan, Chinchwad For Sale  In Chinchwad",Chinchwad,"41,839/Month",7300000,2,BOTH,Chinchwad,BUY,READY,2 BHK,1100
1 BHK Flat  In Aaditya Vastu Chsl For Sale  In Chinchwad,Chinchwad,"28,657/Month",5000000,2,BOTH,Chinchwad,BUY,READY,1 BHK,850
2 BHK Flat  In N B Arcade For Sale  In Akurdi,Akurdi,"31,522/Month",5500000,3,BOTH,Akurdi,BUY,READY,2 BHK,800
3 BHK Flat  In Apartment For Sale  In Nigdi,Nigdi,1.15 Lacs/Month,20000000,3,BOTH,Nigdi,BUY,READY,3 BHK,1740
1 BHK Flat  In Goyal Darshan Nagari For Sale  In Chinchwad,Chinchwad,"25,791/Month",4500000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,625
1 BHK Flat  In Surashree Society Plot No Rh 56 G For Sale  In Chinchwad,Chinchwad,"22,925/Month",4000000,1,BOTH,Chinchwad,BUY,READY,1 BHK,720
3 BHK In Shree Ashtavinayak Society Sambhajinagar Chinchwad  For Sale  In Sambhaji Nagar,Sambhaji Nagar,"63,045/Month",11000000,3,BOTH,Sambhaji Nagar,BUY,READY,3 BHK,1200
2 BHK Flat  In Vinit Residency For Sale  In Nigdi,Nigdi,"63,045/Month",11000000,2,BOTH,Nigdi,BUY,READY,2 BHK,880
1 BHK Flat  In Anand Prospera Kolhapur For Sale  In Chinchwad Gaon,Chinchwad Gaon,"18,340/Month",3200000,1,NONE,Chinchwad Gaon,BUY,READY,1 BHK,558
2 BHK Flat  In Shree Swami Residency For Sale  In Nigdi,Nigdi,"45,851/Month",8000000,2,TWO_WHEELER,Nigdi,BUY,READY,2 BHK,1200
2 BHK Flat  In Shree Swami Residency For Sale  In Nigdi,Nigdi,"45,851/Month",8000000,2,TWO_WHEELER,Nigdi,BUY,READY,2 BHK,1200
2 BHK Flat  In Gmc Empire For Sale  In Gmc Empire,GMC Empire,"37,254/Month",6500000,2,FOUR_WHEELER,GMC Empire,BUY,READY,2 BHK,850
3 BHK Flat  In Yamuna For Sale  In Nigdi,Nigdi,"42,985/Month",7500000,2,TWO_WHEELER,Nigdi,BUY,READY,3 BHK,1113
2 BHK Flat  In Ashtavinayak Cooperative Housing Society For Sale  In Chinchwad,Chinchwad,"29,803/Month",5200000,2,BOTH,Chinchwad,BUY,READY,2 BHK,880
1 BHK Flat  In Shiv Aradhana  For Sale  In Chinchwad,Chinchwad,"20,060/Month",3500000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,550
1 BHK House  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"17,194/Month",3000000,1,NONE,Pimpri-Chinchwad,BUY,READY,1 BHK,450
2 BHK Flat  In Shree Someshwar Appartment Manik Colony Chinchwad  For Sale  In Chinchwad,Chinchwad,"33,242/Month",5800000,2,BOTH,Chinchwad,BUY,READY,2 BHK,826
"2 BHK Flat  In Renuka Dreams For Sale  In Mohan Nagar, Midc, Chinchwad","Mohan Nagar, MIDC, Chinchwad","25,791/Month",4500000,1,BOTH,"Mohan Nagar, MIDC, Chinchwad",BUY,READY,2 BHK,850
"3 BHK Flat  In Ntls Ashiana  For Sale  In Pradhikaran, Nigdi","Pradhikaran, Nigdi",1.15 Lacs/Month,20000000,3,BOTH,"Pradhikaran, Nigdi",BUY,READY,3 BHK,1600
2 BHK Flat  In Harshal Residency For Sale  In Pimpri Chinchwad,Pimpri Chinchwad,"37,254/Month",6500000,2,TWO_WHEELER,Pimpri Chinchwad,BUY,READY,2 BHK,830
4 BHK House  For Sale  In Pimpri,Pimpri,1.86 Lacs/Month,32500000,3,BOTH,Pimpri,BUY,READY,4 BHK,3500
2 BHK Flat  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"28,657/Month",5000000,1,NONE,Pimpri-Chinchwad,BUY,READY,2 BHK,1000
3 BHK Flat  In Vivesta For Sale  In Vivesta,Vivesta,"64,765/Month",11300000,3,FOUR_WHEELER,Vivesta,BUY,READY,3 BHK,1436
2 BHK Flat  In Runal Florance For Sale  In Nigdi,Nigdi,"42,985/Month",7500000,2,BOTH,Nigdi,BUY,READY,2 BHK,1000
1 BHK House  For Sale  In Chinchwad,Chinchwad,"10,316/Month",1800000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,591
1 BHK Flat  In Yashopuram Housing Society For Sale  In Chinchwad,Chinchwad,"24,072/Month",4200000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,726
"1 BHK Flat  In Divya Park For Sale  In Pimpri-chinchwad,","Pimpri-Chinchwad,","7,450/Month",1300000,1,TWO_WHEELER,"Pimpri-Chinchwad,",BUY,READY,1 BHK,530
1 BHK Flat  In Bhagyashree Apartment Chinchwad For Sale  In Bhagyashree Apartment Pawana Nagar Chinchwad,Bhagyashree Apartment Pawana Nagar Chinchwad,"29,803/Month",5200000,1,FOUR_WHEELER,Bhagyashree Apartment Pawan...,BUY,READY,1 BHK,420
2 BHK Flat  In Shree Vihar For Sale  In Nigdi,Nigdi,"21,779/Month",3800000,1,NONE,Nigdi,BUY,READY,2 BHK,630
2 BHK Flat  In Priyadarshini Apartment For Sale  In  Pimpri-chinchwad, Pimpri-Chinchwad,"28,657/Month",5000000,2,BOTH, Pimpri-Chinchwad,BUY,READY,2 BHK,1000
"1 BHK Flat  In Prestige Complex, Chinchwad For Sale  In Chinchwad",Chinchwad,"22,925/Month",4000000,1,BOTH,Chinchwad,BUY,READY,1 BHK,500
3 BHK Flat  In L.i.g Colony Sec No. 25 8b9 For Sale  In Nigdi,Nigdi,"24,072/Month",4200000,1,FOUR_WHEELER,Nigdi,BUY,READY,3 BHK,950
3 BHK Flat  In Kalashilp Cooperative Housing Society For Sale  In Akurdi,Akurdi,"37,254/Month",6500000,2,TWO_WHEELER,Akurdi,BUY,READY,3 BHK,900
2 BHK Flat  In Shantiban Co-op Housing Society For Sale  In Chinchwad,Chinchwad,"40,120/Month",7000000,2,BOTH,Chinchwad,BUY,READY,2 BHK,650
"1 BHK Flat  In Gmc Ganga For Sale  In Pimpri-chinchwad,","Pimpri-Chinchwad,","22,925/Month",4000000,1,BOTH,"Pimpri-Chinchwad,",BUY,READY,1 BHK,608
2 BHK Flat  In Mugdha Residency For Sale  In Chinchwad,Chinchwad,"31,522/Month",5500000,1,BOTH,Chinchwad,BUY,READY,2 BHK,830
2 BHK Flat  In Mugdha Residency For Sale  In Chinchwad,Chinchwad,"31,522/Month",5500000,1,BOTH,Chinchwad,BUY,READY,2 BHK,830
3 BHK Flat  In Nirman Royal Vision For Sale  In Ravet,Ravet,"63,045/Month",11000000,3,BOTH,Ravet,BUY,READY,3 BHK,1450
3 BHK House  For Sale  In Chinchwad,Chinchwad,"57,314/Month",10000000,3,TWO_WHEELER,Chinchwad,BUY,READY,3 BHK,900
"3 BHK In A82 For Sale  In Shahunagar, Chinchwad","Shahunagar, Chinchwad",1.81 Lacs/Month,31500000,3,BOTH,"Shahunagar, Chinchwad",BUY,READY,3 BHK,1700
"2 BHK Flat  In Pearl Residency Nigdi, Nigdi For Sale  In Nigdi",Nigdi,"41,266/Month",7200000,2,FOUR_WHEELER,Nigdi,BUY,READY,2 BHK,955
2 BHK Flat  In Poonam Heights For Sale  In Chinchwad,Chinchwad,"51,583/Month",9000000,2,BOTH,Chinchwad,BUY,READY,2 BHK,1500
1 BHK Flat  For Sale  In Chinchwad,Chinchwad,"25,791/Month",4500000,1,BOTH,Chinchwad,BUY,READY,1 BHK,600
1 BHK Flat  In Giriraj Housing Society Park For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"22,925/Month",4000000,1,NONE,Pimpri-Chinchwad,BUY,READY,1 BHK,600
1 BHK Flat  In Morya Gajanan Shalini Society For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"17,194/Month",3000000,1,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,1 BHK,475
"1 BHK Flat  In Vista Housing Society, Chinchwad For Sale  In Chinchwad",Chinchwad,"18,340/Month",3200000,1,FOUR_WHEELER,Chinchwad,BUY,READY,1 BHK,558
2 BHK House  For Sale  In Nigdi,Nigdi,"57,314/Month",10000000,2,NONE,Nigdi,BUY,READY,2 BHK,1000
1 BHK Flat  In Sejal Park For Sale  In Chinchwad,Chinchwad,"21,779/Month",3800000,2,FOUR_WHEELER,Chinchwad,BUY,READY,1 BHK,560
"2 BHK Flat  In Kute Angan , Akurdi  For Sale  In Nigdi",Nigdi,"31,522/Month",5500000,1,FOUR_WHEELER,Nigdi,BUY,READY,2 BHK,900
2 BHK Flat  In Vision Vatika For Sale  In Akurdi,Akurdi,"42,985/Month",7500000,2,FOUR_WHEELER,Akurdi,BUY,READY,2 BHK,997
1 BHK Flat  In Prestige Complex For Sale  In Chinchwad,Chinchwad,"28,084/Month",4900000,1,FOUR_WHEELER,Chinchwad,BUY,READY,1 BHK,665
2 BHK Flat  In Tulsi Sankul For Sale  In Chinchwad,Chinchwad,"48,717/Month",8500000,2,NONE,Chinchwad,BUY,READY,2 BHK,1020
1 RK Flat  In Anjuman  For Sale  In Pcmc Hospital,PCMC HOSPITAL,"4,585/Month",800000,1,TWO_WHEELER,PCMC HOSPITAL,BUY,READY,1 RK,450
1 RK House  For Sale  In Walhekarwadi,Walhekarwadi,"5,731/Month",1000000,1,TWO_WHEELER,Walhekarwadi,BUY,READY,1 RK,300
1 BHK Flat  In Bramha Apartment For Sale  In Gokhale Function Hall,Gokhale Function Hall,"18,340/Month",3200000,1,TWO_WHEELER,Gokhale Function Hall,BUY,READY,1 BHK,575
2 BHK Flat  In Yashodha Apartment For Sale  In Chinchwad,Chinchwad,"38,400/Month",6700000,2,BOTH,Chinchwad,BUY,READY,2 BHK,930
2 BHK Flat  For Sale  In Chinchwad,Chinchwad,"34,388/Month",6000000,1,TWO_WHEELER,Chinchwad,BUY,READY,2 BHK,810
1 BHK Flat  In Lotus 2 For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"22,925/Month",4000000,1,BOTH,Pimpri-Chinchwad,BUY,READY,1 BHK,621
3 BHK Flat  For Sale  In Gandharva Park,Gandharva Park,"51,583/Month",9000000,2,BOTH,Gandharva Park,BUY,READY,3 BHK,1110
2 BHK Flat  In Empire Estate For Sale  In Chinchwad,Chinchwad,"51,583/Month",9000000,2,NONE,Chinchwad,BUY,READY,2 BHK,930
1 BHK Flat  In Om Sai Cooperative Housing Society For Sale  In Chinchwad,Chinchwad,"20,060/Month",3500000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,500
1 BHK Flat  In Riddhi Siddhi Akriti Society  For Sale  In Pimpri-chinchwad ,Pimpri-Chinchwad ,"37,254/Month",6500000,2,BOTH,Pimpri-Chinchwad ,BUY,READY,1 BHK,562
1 BHK Flat  In Riddhi Siddhi Akriti Society  For Sale  In Pimpri-chinchwad ,Pimpri-Chinchwad ,"37,254/Month",6500000,2,BOTH,Pimpri-Chinchwad ,BUY,READY,1 BHK,562
2 BHK Flat  In Someshwar  Apartment  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"29,803/Month",5200000,2,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,825
2 BHK Flat  In Arun Classic For Sale  In Arun Classic,Arun classic,"45,851/Month",8000000,2,TWO_WHEELER,Arun classic,BUY,READY,2 BHK,1000
1 BHK Flat  In Pragati Icon Building For Sale  In Chinchwad,Chinchwad,"23,498/Month",4100000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,520
3 BHK Flat  For Sale  In Chinchwad,Chinchwad,"25,791/Month",4500000,3,TWO_WHEELER,Chinchwad,BUY,READY,3 BHK,750
4 BHK House  For Sale  In Chinchwad,Chinchwad,1.15 Lacs/Month,20000000,4,TWO_WHEELER,Chinchwad,BUY,READY,4 BHK,2000
1 BHK Flat  In Pranav Apartment For Sale  In Chinchwad,Chinchwad,"18,340/Month",3200000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,530
2 BHK Flat  In Bhakti Desai Heights For Sale  In Akurdi,Akurdi,"34,388/Month",6000000,2,NONE,Akurdi,BUY,READY,2 BHK,820
3 BHK House  For Sale  In Vivek Nagar,Vivek Nagar,1.83 Lacs/Month,32000000,2,TWO_WHEELER,Vivek Nagar,BUY,READY,3 BHK,2500
"2 BHK Flat  In Parth Housing Socitey For Sale  In Pimpri-chinchwad,","Pimpri-Chinchwad,","34,388/Month",6000000,1,BOTH,"Pimpri-Chinchwad,",BUY,READY,2 BHK,950
1 BHK Flat  In Shree Moraya Gosavi For Sale  In Keshav Nagar,Keshav Nagar,"25,791/Month",4500000,1,BOTH,Keshav Nagar,BUY,READY,1 BHK,800
1 BHK Flat  In Goyal Darshan Nagari For Sale  In Chinchwad,Chinchwad,"25,791/Month",4500000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,700
2 BHK Flat  In Sagar Plaza  For Sale  In Chinchwad,Chinchwad,"51,583/Month",9000000,2,FOUR_WHEELER,Chinchwad,BUY,READY,2 BHK,1200
2 BHK Flat  For Sale  In Nigdi,Nigdi,"42,985/Month",7500000,2,FOUR_WHEELER,Nigdi,BUY,READY,2 BHK,1200
1 BHK Flat  In Bhakti Desai Heights For Sale  In Akurdi,Akurdi,"25,791/Month",4500000,1,TWO_WHEELER,Akurdi,BUY,READY,1 BHK,640
2 BHK Flat  In Rambaug Apartment For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"34,388/Month",6000000,2,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,870
1 BHK Flat  In Kripa Towers  For Sale  In Service,Service,"10,316/Month",1800000,1,BOTH,Service,BUY,READY,1 BHK,300
1 BHK Flat  In Durva Residency For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"24,072/Month",4200000,1,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,1 BHK,650
1 BHK Flat  In Sai Sumeran Park For Sale  In Walhekarwadi,Walhekarwadi,"12,895/Month",2250000,1,TWO_WHEELER,Walhekarwadi,BUY,READY,1 BHK,600
1 BHK Flat  In Subhagya Saptarshi Residency Phase I For Sale  In Chinchwad,Chinchwad,"22,639/Month",3950000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,565
1 BHK Flat  In Disha Complex For Sale  In Chinchwad,Chinchwad,"29,230/Month",5100000,1,BOTH,Chinchwad,BUY,READY,1 BHK,700
2 BHK Flat  In Parv Plaza For Sale  In Chinchwad,Chinchwad,"27,510/Month",4800000,1,BOTH,Chinchwad,BUY,READY,2 BHK,820
2 BHK Flat  In Priya Plaza For Sale  In Akurdi ,Akurdi ,"11,462/Month",2000000,1,TWO_WHEELER,Akurdi ,BUY,READY,2 BHK,550
2 BHK Flat  In Sai Grace For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"40,120/Month",7000000,2,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,950
1 BHK Flat  In Empire Estate For Sale  In Chinchwad,Chinchwad,"28,657/Month",5000000,1,NONE,Chinchwad,BUY,READY,1 BHK,595
"2 BHK Flat  In Sona Sadan  For Sale  In Chinchwad Gaon, Chinchwad","Chinchwad Gaon, Chinchwad","31,522/Month",5500000,2,NONE,"Chinchwad Gaon, Chinchwad",BUY,READY,2 BHK,1100
"2 BHK Flat  In Sona Sadan  For Sale  In Chinchwad Gaon, Chinchwad","Chinchwad Gaon, Chinchwad","31,522/Month",5500000,2,NONE,"Chinchwad Gaon, Chinchwad",BUY,READY,2 BHK,1100
2 BHK Flat  In Balaji Heights For Sale  In Pimpri Chinchwad,Pimpri Chinchwad,"17,194/Month",3000000,1,TWO_WHEELER,Pimpri Chinchwad,BUY,READY,2 BHK,690
1 BHK Flat  In Yashopuram Co Op Society For Sale  In Chinchwad,Chinchwad,"25,791/Month",4500000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,663
"2 BHK Flat  In Shubhashree Residential, Phase 2 For Sale  In Akurdi",Akurdi,"37,254/Month",6500000,2,BOTH,Akurdi,BUY,READY,2 BHK,996
3 BHK Flat  In Atharva Heritage For Sale  In Chinchwad,Chinchwad,"72,216/Month",12600000,2,BOTH,Chinchwad,BUY,READY,3 BHK,1350
2 BHK Flat  In Morya Shree Padam  For Sale  In Chinchwad ,Chinchwad ,"48,717/Month",8500000,2,FOUR_WHEELER,Chinchwad ,BUY,READY,2 BHK,1600
4 BHK Flat  In Kundan Park  For Sale  In Akurdi,Akurdi,"57,314/Month",10000000,4,BOTH,Akurdi,BUY,READY,4 BHK,1669
2 BHK Flat  In Krishna Park  For Sale  In Chinchwad,Chinchwad,"28,657/Month",5000000,2,FOUR_WHEELER,Chinchwad,BUY,READY,2 BHK,800
2 BHK In Krushna Kunj Hou. Soc. For Sale  In Krushna Kunj Housing Society,Krushna Kunj Housing Society,"48,717/Month",8500000,2,BOTH,Krushna Kunj Housing Society,BUY,READY,2 BHK,1000
1 BHK Flat  In Vijayshree Co Op Housing Society For Sale  In Chinchwad,Chinchwad,"28,657/Month",5000000,1,FOUR_WHEELER,Chinchwad,BUY,READY,1 BHK,725
1 RK House  For Sale  In Nigdi,Nigdi,"14,328/Month",2500000,1,NONE,Nigdi,BUY,READY,1 RK,350
1 BHK Flat  In Prestige Complex For Sale  In Chinchwad,Chinchwad,"37,254/Month",6500000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,900
1 BHK Flat  In Oashin Paradise For Sale  In Chikhali,Chikhali,"18,340/Month",3200000,2,FOUR_WHEELER,Chikhali,BUY,READY,1 BHK,700
2 BHK Flat  In Apartment For Sale  In Nigdi,Nigdi,"28,657/Month",5000000,1,TWO_WHEELER,Nigdi,BUY,READY,2 BHK,650
1 BHK Flat  In Dwarka Apartment For Sale  In Chinchwad Gaon,Chinchwad Gaon,"18,340/Month",3200000,1,TWO_WHEELER,Chinchwad Gaon,BUY,READY,1 BHK,555
1 BHK Flat  In  Ganraj Mauli-b  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"24,072/Month",4200000,1,BOTH,Pimpri-Chinchwad,BUY,READY,1 BHK,870
1 RK Flat  In Maruti Complex For Sale  In Akurdi,Akurdi,"11,462/Month",2000000,1,TWO_WHEELER,Akurdi,BUY,READY,1 RK,350
4 BHK In Arunoday Chs Ltd For Sale  In Chinchwad,Chinchwad,1.03 Lacs/Month,18000000,2,BOTH,Chinchwad,BUY,READY,4 BHK,1300
1 BHK Flat  In Sujit Heights For Sale  In Chinchwad,Chinchwad,"18,340/Month",3200000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,575
2 BHK Flat  In Gokhale Vrindavan Housing Society For Sale  In Chinchwad,Chinchwad,"42,985/Month",7500000,1,TWO_WHEELER,Chinchwad,BUY,READY,2 BHK,760
"2 BHK Flat  In Kunal Marke Chinchwad Gaon For Sale  In  Pimpri-chinchwad,"," Pimpri-Chinchwad,","31,522/Month",5500000,1,BOTH," Pimpri-Chinchwad,",BUY,READY,2 BHK,830
1 RK Flat  In Guru Prasad Society For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"11,462/Month",2000000,1,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,1 RK,500
2 BHK House  For Sale  In Nigdi,Nigdi,"65,911/Month",11500000,2,TWO_WHEELER,Nigdi,BUY,READY,2 BHK,1400
